link,title,user_link,user_name,rating,content,visit_date,purpose,review_date
/ShowUserReviews-g298573-d3685240-r556340424-Almacenes_Curtain_Wall-Manila_Metro_Manila_Luzon.html,maestranza wall,/Profile/ET3121,EndlessTravels,4.0,also called the maestranza wall and dating back to the 1600s. one of many highlights of Intramuros old town,Feb 2017,,",25 January 2018"
/ShowUserReviews-g298573-d3685240-r509163262-Almacenes_Curtain_Wall-Manila_Metro_Manila_Luzon.html,Near the end point of Fort Santiago by the Pasig,/Profile/MijnlieverdFH,MijnlieverdFH,4.0,A wall made to place the important information made by the Department of Tourism and Intramuros Administration done during the previous government. ,Dec 2016,Friends,",5 August 2017"
/ShowUserReviews-g298573-d12408208-r673213495-Fort_San_Antonio_Abad-Manila_Metro_Manila_Luzon.html,An Extensive History of a Small Backdoor Park,/Profile/ynadqnor,ynadqnor,4.0,"It is a small park within the boundaries of the Bangko Sentral ng Pilipinas in Malate Manila built in 1584 during the Colonization of Spain. It is a triangular fortification that serves as a protection and a rear guard of the place. The Spanish used it as a gun powder depot, transformed into a garrison by the British when the British invaded Manila in 1762, fell into the Americans in 1898 and eventually into Japanese control in WW2. It was restored in 1972 and is now a beautiful little park enclosed within the confines of the Central Bank of the Philippines.",May 2019,Family,",11 May 2019"
/ShowUserReviews-g298573-d12408208-r555062323-Fort_San_Antonio_Abad-Manila_Metro_Manila_Luzon.html,historic fort,/Profile/ET3121,EndlessTravels,5.0,hidden historic fort behind the excellent metropolitan museum of manila. dates from the spanish times,Jan 2018,,",21 January 2018"
/ShowUserReviews-g298573-d12408208-r508983704-Fort_San_Antonio_Abad-Manila_Metro_Manila_Luzon.html,Very nice I did not expect this?,/Profile/MijnlieverdFH,MijnlieverdFH,4.0,"The place is very secluded. It has a space, yes seen when one goes towards Harrison Plaza coming from the CCP complex",Dec 2016,Friends,",5 August 2017"
/ShowUserReviews-g298573-d12408208-r482065545-Fort_San_Antonio_Abad-Manila_Metro_Manila_Luzon.html,Hidden Gem Worth A Visit,/Profile/AnnaMayV,Anna May V,5.0,"Coming from the Metropolitan Museum, Fort San Antonio Abad is right behind it. With a quaint low iron gate entrance and fence surrounding a grassy front lawn, this area is absolutely beautiful.",May 2017,Family,",6 May 2017"
/ShowUserReviews-g298573-d547338-r396006334-Pistang_Pilipino-Manila_Metro_Manila_Luzon.html,Фестиваль,/Profile/Q2057VJ_,Марина П,5.0,"Это масштабный праздник на 3 дня, включающий спортивные соревнования, разлмчные фестивали и карнавал. Проходит в октябре. На сам праздник не попали, видели только афиши по всему городу)",Sep 2015,Friends,",23 July 2016"
/ShowUserReviews-g298573-d18901247-r752025186-Chinatown_Museum-Manila_Metro_Manila_Luzon.html,Very Informative. Worth the time to visit.,/Profile/sakubenjose,sakubenjose,5.0,"Content of the museum was quite exhaustive, in my opinion.  Very helpful in learning the history of the Filipino-Chinese people. Prepare to spend half a day if you intend to go through all of the exhibits.",Mar 2020,,",30 March 2020"
/ShowUserReviews-g298573-d18901247-r715398393-Chinatown_Museum-Manila_Metro_Manila_Luzon.html,Relive the history,/Profile/danieldB6728CT,Daniel D,4.0,"This is a museum of the oldest Chinatown.  It mainly focus on the time from 1594-1870, but does enter the 20th century.  Great for a history buff, but not necessary if you don't like history. ",Oct 2019,Solo,",5 October 2019"
/ShowUserReviews-g298573-d14102943-r664022004-Saint_Andrew_s_Cathedral-Manila_Metro_Manila_Luzon.html,Pretty church ,/Profile/ET3121,EndlessTravels,4.0,A bit of the tourist trail yet easy to get off the main hwy. well worth a detour on your way to Manila ,Apr 2019,,",5 April 2019"
/ShowUserReviews-g298573-d14102943-r623003456-Saint_Andrew_s_Cathedral-Manila_Metro_Manila_Luzon.html,Christmas Mass,/Profile/lodieyd2018,KapLodie,5.0,"The Cathedral was one of the biggest in Metro Manila and one of the oldest, it is air-conditioned and is frequented by many people in Metro Manila, it is regularly visited by the towns people of Paranaque",Dec 2017,Couples,",7 October 2018"
/ShowUserReviews-g298573-d14102943-r581070267-Saint_Andrew_s_Cathedral-Manila_Metro_Manila_Luzon.html,Lovely Church/Catherdral,/Profile/Mazemet,Mazemet,4.0,"The Cathedral Parish of Saint Andrew, also known as Saint Andrew's Cathedral or Saint Andrew's Parish, and commonly referred to as the Parañaque Cathedral, is one of the oldest churches in the Philippines.",Jan 2018,Friends,",18 May 2018"
/ShowUserReviews-g298573-d17755618-r751054290-Fountain_at_Okada-Manila_Metro_Manila_Luzon.html,Nice!,/Profile/luxetrip,luxetrip,4.0,"Heard a lot about the hype with it being better than Bellagio's.  It was nice but I like Bellagio's better.  Still, it was entertaining enough although didn't like the mist that showered us every now and then.",Feb 2020,,",16 March 2020"
/ShowUserReviews-g298573-d17755618-r697693306-Fountain_at_Okada-Manila_Metro_Manila_Luzon.html,Hidden gem ,/Profile/ET3121,EndlessTravels,5.0,Not a lot of travellers have heard of the unique hidden gem that in my eyes is equal to the symphony lake in Kuala Lumpar.,Aug 2019,,",11 August 2019"
/ShowUserReviews-g298573-d13562002-r826156067-Sto_Nino_de_Tondo_Church-Manila_Metro_Manila_Luzon.html,"Better inside, but needs external clean-up",/Profile/CzarEmmanuel,Czar Emmanuel,3.0,"I'm from Tondo and since my childhood days I have been visiting this church. I can say that many things have changed with it. The interior looks much better, with frescoes on its walls and ceiling. However, the exterior needs a major clean-up. Besides, the construction of a canopy in front of its main entrance has greatly modified its original architecture. The putting up of balustrade has also made it look smaller and a bit cramped.  Not to my liking, I should say. The street that used to pass in front of the church is gone with the extension of the plaza opposite to it. Anyway, this parish has a long history, dating back to the time of the early Augustinian missionaries in the 16th century. Fray Martin de Rada (an Augustinian) supposedly converted Lakandula who dwelt in the area. However, the actual church dates back only to the second half of the 19th century. It is a very active parish, with millions of devotees visiting it especially during the feast of the Sto. Niño de Tondo on the third Sunday of January each year.",Jan 2022,Solo,",28 January 2022"
/ShowUserReviews-g298573-d13562002-r673652722-Sto_Nino_de_Tondo_Church-Manila_Metro_Manila_Luzon.html,Holy Thursday 2019,/Profile/VicAlcuaz,VA5,5.0,"This was the very first time I set foot on this beautiful church located in what to be a notorious district in Manila, Tondo. I was surprised to see such magnificent depictions of the Catholic faith through giant murals painted by Filipino artists. Beautiful. ",May 2019,Friends,",13 May 2019"
/ShowUserReviews-g298573-d13562002-r667788006-Sto_Nino_de_Tondo_Church-Manila_Metro_Manila_Luzon.html,Only if in area ,/Profile/ET3121,EndlessTravels,3.0,"Attractive church that is worth a visit if in area or passing through area. Area has bad rep, but I didn’t think it was that bad. ",Mar 2019,,",20 April 2019"
/ShowUserReviews-g298573-d13562002-r562592126-Sto_Nino_de_Tondo_Church-Manila_Metro_Manila_Luzon.html,One of the earliest churches in Manila,/Profile/CzarEmmanuel,Czar Emmanuel,3.0,"The Sto. Nino de Tondo Church (popularly called simply as ""Tondo Church"") is one of the earliest churches founded by the Augustinian missionaries in Manila. It was founded in 1572 beside an Augustinian convent and dedicated to the Holy Child Jesus (Sto. Nino). This religious image is the second oldest religious icon in the country (next to the Sto. Nino de Cebu).",Jan 2018,Solo,",24 February 2018"
/ShowUserReviews-g298573-d19315545-r746752394-Divisoria_Mall-Manila_Metro_Manila_Luzon.html,Vacation,/Profile/jenniferbH930VT,Jennifer B,5.0,Very cheap mall especially for bulk items. Crowded by people might their own business and we were free walking around.,Feb 2020,Family,",22 February 2020"
/ShowUserReviews-g298573-d19315545-r730912109-Divisoria_Mall-Manila_Metro_Manila_Luzon.html,A taste of the real Manila! Older Mall with everything,/Profile/Cruiser802058,Cruiser802058,4.0,"I was there in October 2018. Had a great time at the Divisoria. This is where the locals go shopping and get the best deals and so did I. Everyone was so cool, bought clothes, food, iPhone replacement parts, ect... ",Jan 2019,,",6 December 2019"
/ShowUserReviews-g298573-d19658698-r879241827-Statue_of_the_Sentinel_of_Freedom-Manila_Metro_Manila_Luzon.html,Памятник Лапу-Лапу,/Profile/Talant2007,Talant2007,5.0,"Памятник вождю Лапу-Лапу был установлен в 2004 году в парке Ризаля. Лапу-Лапу известен тем, что в 1521г в бою убил Магеллана на острове Себу.",Feb 2023,Solo,",19 February 2023"
/ShowUserReviews-g298573-d19658698-r732400118-Statue_of_the_Sentinel_of_Freedom-Manila_Metro_Manila_Luzon.html,四周被圍起來,/Profile/m5486896,m5486896,3.0,自由哨兵雕像位於馬尼拉著名的黎剎公園裡面，雕像位於一座圓形廣場上，四周被圍起來無法進入。兩邊是國立自然歷史博館以及國立人類歷史博物館。,Dec 2019,,",13 December 2019"
/ShowUserReviews-g298573-d10515917-r555244862-1335Mabini-Manila_Metro_Manila_Luzon.html,contemporary art,/Profile/ET3121,EndlessTravels,4.0,Home of an amazing contemporary art museum. Always holding interesting and thought provoking exhibitions ,Jan 2018,,",21 January 2018"
/ShowUserReviews-g298573-d21294465-r820377929-Bonifacio_and_the_Katipunan_Revolution_Monument-Manila_Metro_Manila_Luzon.html,A mural fit for a national hero,/Profile/NinoLeeZhongPing,NinoLeeZhongPing,4.0,Once was a decrepit place not fit to honor Andres Bonifacio is now a clean space for humans to roam around and admire the mural to the national hero. Great place to be hear early mornings or at weekends when traffic and pollution (noise and vehicle fumes) isn't a bother. #RP,Nov 2021,,",28 November 2021"
/ShowUserReviews-g298573-d21294465-r778940033-Bonifacio_and_the_Katipunan_Revolution_Monument-Manila_Metro_Manila_Luzon.html,Section 22 Berlin Wall,/Profile/aamart1969,Marty,5.0,"As I walk around Manila 🇵🇭 sightseeing , a few days ago  ... I interestingly discovered an imposing part of the Cold War ... with a section of the original Berlin Wall ( Fragment 22 )",Dec 2020,Solo,",10 December 2020"
/ShowUserReviews-g298573-d19686279-r732820079-Quinta_Market-Manila_Metro_Manila_Luzon.html,Modern,/Profile/dammer_thetraveler,dammer_thetraveler,5.0,Bangunan ini cukup mencolok di tengah kawasan perdagangan tradisional Quipao yang padat dan semrawut. Lumayan modern. Sepertinya tempat ini adalah hasil renovasi.,Dec 2019,,",15 December 2019"
/ShowUserReviews-g298573-d19686279-r732396632-Quinta_Market-Manila_Metro_Manila_Luzon.html,傳統市場,/Profile/m5486896,m5486896,3.0,Quinta市場位於馬尼拉的奎阿坡區，是一座新完工的市場，市場裡面一分為二，一邊是賣新鮮海鮮及肉類的攤販，另一邊則是賣乾貨的攤販。,Dec 2019,,",13 December 2019"
/ShowUserReviews-g298573-d19662243-r890146734-National_Shrine_of_Saint_Michael_and_the_Archangels-Manila_Metro_Manila_Luzon.html,Worship place with great architecture,/Profile/YuppieLionheart,YuppieLionheart,5.0,It is a worship place with great architecture. The church is also known as San Miguel Church and it was once the site of La Fábrica de Cerveza de San Miguel or Malacañang Church. It is located within Malacañang Palace Complex). The church was first built in 1603 but was damaged in the earthquake in 1645 and it was rebuilt in 1913.,Mar 2023,,",13 May 2023"
/ShowUserReviews-g298573-d12801988-r870233928-UN_Square_Mall-Manila_Metro_Manila_Luzon.html,Low Key But Decent,/Profile/doctorfoxtrot,doctorfoxtrot,3.0,"Well located near a hotel and police station. Several attractions such as Intramuros and Rizal park not that very far. It houses several restaurants and coffeeshops. Since it is near a university area it can be packed with students. However , operating after the pandemic makes it worn out. Struggling with its own identity.",Oct 2022,Family,",30 November 2022"
/ShowUserReviews-g298573-d12801988-r556343584-UN_Square_Mall-Manila_Metro_Manila_Luzon.html,handy location for lunch near rizal park,/Profile/ET3121,EndlessTravels,4.0,we visited here due to its proximity to rizal park and related attractions. has a fairly good range of eateries ,Mar 2017,,",25 January 2018"
/ShowUserReviews-g298573-d11704341-r558065901-Central_United_Methodist_Church-Manila_Metro_Manila_Luzon.html,Really a lovely old church,/Profile/AlphaNovemberTango,November Tango,4.0,"Many services lasting between 1 hour 15 mn. to 1 hour 30 mn. take place here on Sundays. If you want to attend the English service, it's at 10 am.",Jan 2018,Friends,",3 February 2018"
/ShowUserReviews-g298573-d11704341-r450971810-Central_United_Methodist_Church-Manila_Metro_Manila_Luzon.html,Lovely old church,/Profile/ET3121,EndlessTravels,4.0,The first Protestant church of Phillipines. Lovely old church with a welcoming atmosphere. Located across busy road from natural history museum ,Jan 2017,Friends,",10 January 2017"
/ShowUserReviews-g298573-d19647728-r821341052-Minor_Basilica_of_the_Black_Nazarene-Manila_Metro_Manila_Luzon.html,The black Nazarene church,/Profile/NinoLeeZhongPing,NinoLeeZhongPing,4.0,"Dropped by here to look for the ""alleged remains"" of Gen Antonio Luna. One of the old church in Manila which began as a simple wood and straw hut before 1574 CE. Its modern structure was built around 1588. Destroyed by the British during their foray to the Philippines. The structure now was built in  1933 with the approved design by Julio Nakpil. It was around lunch time presently despite the CV19 pandemic limited masses are now allowed. The faithful fills the interior and exteriors of the basilica. Pls take note that the safety personnel are enforcing CV 19 protocols. On the outside various stall sell religious (and not so religious) items mostly is filled with people (oops CV19) so please be careful and be aware of your surroundings. This place gets filled up during the feast of the black Nazarene on January of every year. Unfortunately, the remains of Gen Luna was transferred out to an unknown area. The search continues. #RP",Nov 2021,,",8 December 2021"
/ShowUserReviews-g298573-d592587-r555312283-Everest_Hills_Memorial_Park-Manila_Metro_Manila_Luzon.html,its a cemetery ,/Profile/ET3121,EndlessTravels,3.0,Lovely cemetery that is also popular for walking or jogging due to pretty greenery and trees. not really a tourist attraction ,Apr 2017,,",22 January 2018"
/ShowUserReviews-g298573-d592587-r153490387-Everest_Hills_Memorial_Park-Manila_Metro_Manila_Luzon.html,always the best memorial park in the philippines,/Profile/nanoe_13,nano e,5.0,a very relaxing place with all the trees and birds around the area and they have a very accomodating staff in the area the whole park is clean a very well maintained memorial park and even very accessible and no traffic going to the exit of susana heights,Jan 2013,Solo,",1 March 2013"
/ShowUserReviews-g298573-d592587-r120065911-Everest_Hills_Memorial_Park-Manila_Metro_Manila_Luzon.html,a very dissappointing and humiliating experience!!!!!,/Profile/adap262,ada p,1.0,"Whats with the mgt of this memorial park, they won't allow private owner type jeeps inside the park last all souls day..we went there Oct 31 at 11pm..parking was not the problem since they  still allow cars, suv's, vans inside..we had this experience for 2 yrs already...they can't even give a logical explanations on their actions..we feel we were discriminated upon because we can't afford to have flashy vehicles even if we bought 2 lots there for 83,000 that we paid in cash? the next time they sell lots they should include that if one has no car they can't buy lots there..calling on the top mgt & the Madrigals, we gave you business and you treat us this way? shame on you!!!!",Nov 2011,,",2 November 2011"
/ShowUserReviews-g298573-d592587-r21446092-Everest_Hills_Memorial_Park-Manila_Metro_Manila_Luzon.html,yeah right!,/Profile/hotsad,hotsad,2.0,"the problem? ask the management.. what were they thinking? they would not allow non-airconditioned auv in the park. the security guards only let cars and vans inside.. what was that all about?!!!! they just discriminated other people.. is that the best?? well, manila memorial is the best.. hell to the management!!",,,
/ShowUserReviews-g298573-d3685225-r276301357-E_C_J_Building-Manila_Metro_Manila_Luzon.html,an old spanish building,/Profile/jeff1955malaysia,jeff1955malaysia,3.0,It is located by the side of the Sound and Light Museum.  The external appearance of this post-war building closely mimics that of the Augustinian Provincial House which is an extension of the nearby San Augustín Church. Now i think it is used as an office or it is abandon.,May 2015,Solo,",31 May 2015"
/ShowUserReviews-g298573-d3685225-r174798404-E_C_J_Building-Manila_Metro_Manila_Luzon.html,Abadoned Building,/Profile/BeRFi303030,BeRFi303030,2.0,"If your are going to check this place, first thing came to my mind is that this building is no longer exist.  There are some vendors outside this building and it looks like some people who live the area already occupied it.",May 2013,Couples,",30 August 2013"
/ShowUserReviews-g298573-d3685225-r161927051-E_C_J_Building-Manila_Metro_Manila_Luzon.html,Not Interesting,/Profile/Cess19,Cess19,4.0,This attraction is just a building situated beside the Reducto de San Pedro. There's vendors beside the building. This building is one of the attraction that you can see along Sta. Lucia street in Intramuros.,May 2013,Family,",26 May 2013"
/ShowUserReviews-g298573-d25039336-r863386088-Aduana_Building-Manila_Metro_Manila_Luzon.html,Aduana Building,/Profile/RunSamsonRun,Paul,5.0,Aduana Building ,Oct 2022,Friends,",6 October 2022"
/ShowUserReviews-g298573-d12545557-r556344392-Hiraya_Gallery-Manila_Metro_Manila_Luzon.html,great commercial art gallery near rizal park,/Profile/ET3121,EndlessTravels,4.0,even though it’s a commercial gallery its well worth a visit for the art lover or tourist. located quite close to rizal park and rizal park. my wife was happy bcos its also 300 metres from a jolibees,Jan 2018,,",25 January 2018"
/ShowUserReviews-g298573-d14066948-r612151240-Far_Eastern_University-Manila_Metro_Manila_Luzon.html,"FEU-CAT entrance exam 2018-2019, 2nd sem.",/Profile/kalyr2018,kaly r,1.0,"very terrible website. i thought it is updated and i believed everything in there but when i came for my entrance exam i found out that it is not updated and everything about the requirement etc. written there were not true.. maybe some but the important informations mostly are not. also, during my entrance exam i was instructed that i'll be receiving my exam result 3 days after my scheduled exam but when i tried to call the university they said it's going to be 1 month after. the enrollment for that school year is the following week after my exam. so obviously since the release of the exam will be after 1 month, i won't be able to enroll this school year. so i waited. I asked the university through what or where am i going to receive the result of my exam since their website is useless. they told me through mail. so 2 days after the expected day where im going to receive the result, it's still not to be found anywhere so I called the university. I called the main campus twice but i didn't get anything.i called the campus where the examination was held, at makati. I called more than 5 times and they keep on insisting that nobody took the exam during that day, that if ever, i was going to be the only one who took it. so i told them that I have the receipt, the confirmation letter and the screenshot of the exam schedule on their website(which is one of the few true informations written on their website). and they told me that they are going to look again. so i feel very bad. I am very disappointed with their system and their school for handling it this way. I thought the school is good because it is one of the well known school in the phillipines but i was wrong.",Aug 2018,Solo,",30 August 2018"
/ShowUserReviews-g298573-d14066948-r580499661-Far_Eastern_University-Manila_Metro_Manila_Luzon.html,Unexpected Oasis with Historical Significance,/Profile/Edison1,Edison1,5.0,"It is hard to imagine that in the late 1800s to early 1900s, Quiapo was the commercial and cultural center of the Philippines.  Affluent Filipinos, including many who were leaders of the Katipunan movement against Spanish rule, lived in the area.  Fast forward more than 100 years, and Quiapo is now one of the grittiest and traffic plagued parts of Metro Manila.  As such, it amazed me that in the midst of all the grittiness, there exist an oasis called the Far Eastern University, which is a time capsule of those bygone days.  The pictures do not do it justice and I have so much more, but unfortunately Tripadvisor has size or format restrictions and the pictures would not upload.  ",May 2018,Friends,",15 May 2018"
/ShowUserReviews-g298573-d23794945-r821853797-Temple_Of_Taoism-Manila_Metro_Manila_Luzon.html,Temple of Taoism Inc,/Profile/NinoLeeZhongPing,NinoLeeZhongPing,4.0,"Though made out of pre fab materials yet this is one of the temples which has a lot of saints and gods, only second to the the other one in Pasay. Despite the very accommodating host, the flow of prayers are easily marked. In a way this temple is very educational as the saints and Gods has their names unlike other temples (in putonghua). One should visit this place to be educated and maybe fortune told.",Nov 2021,,",13 December 2021"
/ShowUserReviews-g298573-d23790086-r821451192-The_Temple_Of_Heaven-Manila_Metro_Manila_Luzon.html,Temple of Heaven Pasay,/Profile/NinoLeeZhongPing,NinoLeeZhongPing,4.0,Because of the CV19 pandemic the gates to the temple are closed. A doorbell is available to call the guards to let you in to pray in this compact temple. Peaceful and quite surroundings.,Nov 2021,,",9 December 2021"
/ShowUserReviews-g298573-d11743086-r555242471-Lord_Justo_Ukon_Takayama_Monument-Manila_Metro_Manila_Luzon.html,warrior priest,/Profile/ET3121,EndlessTravels,4.0,Statue that honours a japanese samurai who gave up his status as a samurai to live his catholic faith and was exiled from japan,Jan 2018,,",21 January 2018"
/ShowUserReviews-g298573-d17451809-r673334746-Quirino_Grandstand-Manila_Metro_Manila_Luzon.html,Where Oaths are Made,/Profile/ynadqnor,ynadqnor,4.0,"It is located west of the Rizal park with its back overlooking the Manila Bay, previously known as the Independence Grandstand, the Quirino Grandstand is where the oath taking of an incoming newly elected President of the Republic of the the Philippines is done. It is also the venue for important cultural, political or religious events and ceremonies of the country. Parade and reviews, cinematic floats and festivals are part of its annual festivities. It holds the world record for the largest Papal gathering in the history of the Roman Catholic Church with more than 5 million people attending a mass celebrated by Pope John Paul II. That gives the perspective how large the area encompasses the Quirino Grandstand.",May 2019,Family,",11 May 2019"
/ShowUserReviews-g298573-d23795365-r821861256-Kim_Luan_Temple-Manila_Metro_Manila_Luzon.html,"The temple near a mall, Kim Luan Temple",/Profile/NinoLeeZhongPing,NinoLeeZhongPing,4.0,"There is no reason why one cannot come to this place and pray, it's close proximity to a mall. The temple has two levels with the main one on the ground. what's so cool about this temple is of the painting of the Eight Immortals. Very friendly people here.",Oct 2021,,",13 December 2021"
/ShowUserReviews-g298573-d11704508-r450972692-Knox_United_Methodist_Church-Manila_Metro_Manila_Luzon.html,Lovely church that offers English church service,/Profile/ET3121,EndlessTravels,4.0,One of the first non-Catholic churches in Phillipines. Not really worth side trip but lovely if in area. Offers Tagalog or English services.,Jan 2017,Family,",10 January 2017"
/ShowUserReviews-g298573-d19700970-r734716014-Plaza_San_Lorenzo_Ruiz-Manila_Metro_Manila_Luzon.html,One of the historical squares of Old Manila,/Profile/CzarEmmanuel,Czar Emmanuel,3.0,"When the area of present-day Binondo was allotted to the Chinese migrants in the city in the late 16th century, the place where the actual plaza stands was just a vast grassy field. Its name has undegone changes through time. It was once called the Plaza de Binondo, then it became Plaza de Carlos IV and Plaza Calderón. But from 1981 onwards, it was officially named Plaza San Lorenzo de Ruiz in honor of the first Filipino saint.",Dec 2019,Solo,",26 December 2019"
/ShowUserReviews-g298573-d25301923-r911422239-Dolomite_Beach-Manila_Metro_Manila_Luzon.html,not quite there yet ,/Profile/AzitiZ,AzitiZ,3.0,it was constructed in 2019 as a part of an effort to give Manila a long awaited beach. It is therefore unique to Manila for this reason but is a long way off actually resembling a beach in the normal sense. However at least you can go close to the shore of Manila Bay. There is a massive stone called Dolimite Stone that has a placque on it explaing why the beach was cosntructed. Most people take selfiies at this place. It is not open very long hours and closes at 7pm but fair play to Manila for having a go. Still early days might be better in a couple of years or so. Free to get in.,Aug 2023,Couples,",19 August 2023"
/ShowUserReviews-g298573-d25301923-r881183028-Dolomite_Beach-Manila_Metro_Manila_Luzon.html,Manila Bay looks much better with this,/Profile/CzarEmmanuel,Czar Emmanuel,3.0,"Built from 2019 to 2022 as part of the rehabilitation of Manila Bay, this artificial beach covered with dolomite pebbles has become one of the locals' favorite spots for hanging around, especially on weekends. The shore stretches for about 500 meters. The place's complete and official name is ""Manila Baywalk Dolomite Beach"". It is located right next to the US Embassy along Roxas Blvd. Entrance to the place is free, but it has no parking space for cars. The construction of this artificial beach has partly solved the pollution problem in the area and has contributed a lot to its beautification. I hope that people who visit the place would always follow the rules governing it to keep the beach clean, lovely and safe.",Mar 2023,Solo,",6 March 2023"
/ShowUserReviews-g298573-d11704426-r450981615-Espirito_Santo_Parish-Manila_Metro_Manila_Luzon.html,Another lovely Catholic Church in Manila ,/Profile/ET3121,EndlessTravels,4.0,Pretty Catholic Church within walking distance to tayuman station. Well worth a look inside if in area. Not worth side trip but pretty all the same,Jan 2017,,",10 January 2017"
/ShowUserReviews-g298573-d21294367-r771162046-Lagusnilad_Underpass-Manila_Metro_Manila_Luzon.html,sottopassaggio tutto affrescato,/Profile/nicMilano,nicMilano,4.0,"A Manila Ermita c'è questo sottopassaggio sotto la Taft ave. che collega la Municipality Hall con Intramuros, la città storica dei tempi spagnoli.",Sep 2020,,",20 September 2020"
/ShowUserReviews-g298573-d23818878-r823505536-Kiu_Siao_Temple-Manila_Metro_Manila_Luzon.html,Kiu Siao Temple Run,/Profile/NinoLeeZhongPing,NinoLeeZhongPing,4.0,"One of the temples that remained open despite the CV 19 pandemic scare. Entry to this place is easy, just the normal temperature check at the entrance. There are six prayer halls on this temple so it will take time for you  here to pray. The lay people and their priest are very kind, they even explain why things are this way for you this year (will be appreciated for those non Taoist). Hope to visit this temple again, even for the kind guard. #RP",Dec 2021,,",30 December 2021"
/ShowUserReviews-g298573-d23846004-r825490774-Antonio_Luna_Birthplace_Historical_Marker-Manila_Metro_Manila_Luzon.html,The birthplace of Gen Antonio Luna,/Profile/NinoLeeZhongPing,NinoLeeZhongPing,4.0,"A historical piece on the life of the general. Still privately owned, hopefully the National and local government can ink a deal for the rehab and cultivation of the area and bring life to the story of Gen Antonio Luna. Interviewing a caretaker, the insides are un partitioned and is used as a storage area. #RP",Jan 2022,,",21 January 2022"
/ShowUserReviews-g298573-d19096876-r714801163-St_Anthony_de_Padua_Shrine-Manila_Metro_Manila_Luzon.html,St. Anthony de Padua Shrine in Sampaloc,/Profile/NDGM90,NDGM90,3.0,"This is one of the ""twin"" churches in Manila. The church doesn't look too big form the outside. There are a lot of vendors outside the church selling food, candles and flowers and religious items.",Sep 2019,,",2 October 2019"
/ShowUserReviews-g298573-d23820465-r823505924-Hong_Bon_Bridge-Manila_Metro_Manila_Luzon.html,The old secret bridge,/Profile/NinoLeeZhongPing,NinoLeeZhongPing,3.0,"Historical old bridge over the creek/ estero. Spans the banks of Veronica St. and Alvarado St. A short cut from Ongpin St to the malls and Divisoria vise versa. Made of concrete with metal railings, in the daytime you can prominently see informal settler (Alvarado St. side) (or the remnants of what was a colony) at night a flicker of lights punctuates informal human dwelling. The creek is now dead and reeks of methane and or noxious fumes, somedays are stronger than others. Despite being an old bridge, a little history is know about its origins, besides that it stood witness to the backyard where Jose Rizal remains were interred in a mansion across it (now gone and replaced by a high rise building). A note of warning, watch your step when crossing the bridge as it is littered with dog excrement. #RP",Dec 2021,,",31 December 2021"
/ShowUserReviews-g298573-d7376090-r455700204-St_Paul_University_Manila-Manila_Metro_Manila_Luzon.html,観光スポットではないです,/Profile/thigu2014,thigu2014,1.0,パンパシフィックマニラから徒歩3〜4分くらいの所にある、黄色の建物です。特に風情があるわけでもなく、観光スポットというにはいささか疑問です。,Jan 2017,Solo,",29 January 2017"
/ShowUserReviews-g298573-d7376090-r243266029-St_Paul_University_Manila-Manila_Metro_Manila_Luzon.html,有名な大学なのかな。,/Profile/Lupin_the_Fourth,ルパン四世,4.0,セント･ポール大学･マニラ校はエルミタ地区にあり、最寄り駅はＬＲＴペドロ･ヒル駅でした。,Jan 2014,Solo,",6 December 2014"
/ShowUserReviews-g298573-d19650775-r732236438-Plaza_Miranda-Manila_Metro_Manila_Luzon.html,遊客很多,/Profile/m5486896,m5486896,3.0,米蘭達廣場位於馬尼拉的奎阿坡區，就在當地著名的拿撒勒鲁黑耶穌聖殿的前面，雖然是一座小型的廣場，不過因為旁邊是奎阿坡市場，所以遊客很多。,Dec 2019,,",12 December 2019"
/ShowUserReviews-g298573-d23765438-r819751619-Japanese_Gun_In_Cemetery-Manila_Metro_Manila_Luzon.html,A Japanese Type 10 AA Gun at the La Loma cemetery,/Profile/NinoLeeZhongPing,NinoLeeZhongPing,4.0,"For those that love Japanese WW 2 militaria, this is one of the few place in Manila where you would find an old Japanese anti aircraft gun. Now partly hidden by plants at a traffic island in the intersection.",Nov 2021,,",23 November 2021"
/ShowUserReviews-g298573-d23857445-r825822065-San_Nicolas_Fire_Station-Manila_Metro_Manila_Luzon.html,The oldest fire station in San Nicholas,/Profile/NinoLeeZhongPing,NinoLeeZhongPing,4.0,"One of the first fire stations in the Philippines and the oldest in the area. This goes way back Spanish times, but its present structure was constructed during the American era (former FDNY Fire Chief and 6th NY Fire Commissioner Hugh Bonner was the first to head this fire station). Claimed to be still in its original state when it was constructed. #RP",Jan 2022,,",25 January 2022"
/ShowUserReviews-g298573-d23762592-r819841150-Old_La_Loma_Catholic_Cemetery_Chapel-Manila_Metro_Manila_Luzon.html,Old La Loma Catholic Cemetery Chapel,/Profile/NinoLeeZhongPing,NinoLeeZhongPing,4.0,"Undergoing renovations as of the moment. Hopefully this structure will be brand spanking new, while preserving its old architecture. Nonetheless, seeing this as it is is a marvel and a good part of the Filipino history. Just be careful of mosquitos when you venture here in this area early in the morning or late in the afternoon. The gate (or what's left of it) is 40 mts behind the photographer.",Nov 2021,,",23 November 2021"
