url,name,number of reviews,address,rating,about,special diets,meals,cuisines,features,rating_Food,rating_Service,rating_Value,rating_Atmosphere,price range
/Restaurant_Review-g298450-d2005263-Reviews-Sugi-Makati_Metro_Manila_Luzon.html,Sugi,169,"Esperanza St Greenbelt 2, Ayala Center, Makati, Luzon 1200 Philippines",4.0,,"Vegetarian Friendly, Vegan Options","Lunch, Dinner","Japanese, Sushi, Asian",,4.0,4.0,3.5,4.0,
/Restaurant_Review-g298574-d1743052-Reviews-Ninyo_Fusion_Cuisine-Quezon_City_Metro_Manila_Luzon.html,Ninyo Fusion Cuisine,76,"66 Esteban Abada Street Loyola Heights, Quezon City, Luzon Philippines",4.5,,Vegetarian Friendly,"Lunch, Dinner","Asian, Japanese",,4.5,4.5,4.0,5.0,
/Restaurant_Review-g298574-d2213099-Reviews-RUB_Ribs_BBQ-Quezon_City_Metro_Manila_Luzon.html,RUB Ribs & BBQ,87,"64 Scout Rallos Street, Quezon City, Luzon Philippines",4.0,,,"Lunch, Dinner, Brunch, Late Night","Barbecue, American","Takeout, Seating, Reservations, Table Service",4.5,4.0,4.5,3.5,
/Restaurant_Review-g1758900-d3200568-Reviews-Elias-Taguig_City_Metro_Manila_Luzon.html,Elias,77,"Bonifacio High Street Central , 7th avenue corner 30th street Bonifacio Global City, Taguig City, Luzon 1630 Philippines",4.0,,Vegetarian Friendly,"Lunch, Dinner","Filipino, Asian",,4.0,3.5,3.5,4.0,
/Restaurant_Review-g298450-d8604662-Reviews-Nikkei-Makati_Metro_Manila_Luzon.html,Nikkei,97,"Rada Frabelle Business Center 111, Makati, Luzon 1229 Philippines",4.0,,Gluten Free Options,"Lunch, Dinner, Drinks","Japanese, Peruvian, Seafood, Sushi, Asian",,4.5,4.0,3.5,,
/Restaurant_Review-g298450-d6104922-Reviews-Farfalla-Makati_Metro_Manila_Luzon.html,Farfalla,94,"Hotel Durban, 4875 Durban Street, Poblacion, Makati, Luzon 1200 Philippines",4.5,,"Vegan Options, Vegetarian Friendly",,"Italian, Pizza, European",,4.5,4.5,4.5,4.5,₱282 - ₱845
/Restaurant_Review-g298450-d7766194-Reviews-Senor_Pollo-Makati_Metro_Manila_Luzon.html,Senor Pollo,84,"5767 Ebro Street near Kalayaan Avenue, Poblacion, Makati, Luzon 1210 Philippines",4.0,,,"Dinner, Lunch","Latin, Bar, Pub, Central American","Takeout, Seating, Serves Alcohol, Reservations, Table Service",4.0,3.5,4.0,,
/Restaurant_Review-g1758900-d10046176-Reviews-Pound_by_Todd_English-Taguig_City_Metro_Manila_Luzon.html,Pound by Todd English,101,"Bonifacio High Street B3, 9th Avenue, Bonifacio Global City, Taguig City, Luzon Philippines",4.0,,,"Lunch, Dinner, Brunch",American,"Takeout, Reservations, Seating, Wheelchair Accessible, Serves Alcohol, Table Service",4.0,4.0,3.5,,
/Restaurant_Review-g298574-d797510-Reviews-Gerry_s_Grill-Quezon_City_Metro_Manila_Luzon.html,Gerry's Grill,266,"Upper Ground Floor, Alimall Food Strip, Araneta Center, Quezon City, Luzon Philippines",3.5,,,"Lunch, Dinner, Brunch, Late Night","Filipino, Barbecue, Asian",,4.0,3.5,4.0,3.5,₱282 - ₱563
/Restaurant_Review-g298450-d10723851-Reviews-Bar_Rouge-Makati_Metro_Manila_Luzon.html,Bar Rouge,29,"Esperanza Corner Makati Avenue, New World Makati Hotel, Makati, Luzon 1228 Philippines",5.0,,,Dinner,International,,4.5,5.0,5.0,,"₱500 - ₱1,000"
/Restaurant_Review-g298573-d3724064-Reviews-9_Spoons-Manila_Metro_Manila_Luzon.html,9 Spoons,124,"Muralla corner Victoria Streets, Manila, Luzon 1002 Philippines",4.0,,,"Dinner, Drinks, Breakfast, Lunch","Asian, Filipino, International",,4.0,4.0,4.0,4.0,"₱789 - ₱1,127"
/Restaurant_Review-g298573-d6774637-Reviews-Tanabe_Japanese_Restaurant-Manila_Metro_Manila_Luzon.html,Tanabe Japanese Restaurant,108,"533 Remedios St., Manila, Luzon Philippines",4.0,,Vegetarian Friendly,"Lunch, Dinner","Japanese, Sushi, Asian",,4.5,4.0,3.5,4.0,
/Restaurant_Review-g298573-d9727282-Reviews-Arya_Persian_Restaurant-Manila_Metro_Manila_Luzon.html,Arya Persian Restaurant,63,"Pedro Gil St Midtown Wing, 2nd Level, Robinson Place Ermita, Manila, Luzon 1000 Philippines",4.0,,"Vegetarian Friendly, Halal, Vegan Options","Lunch, Dinner","Middle Eastern, Persian",,4.5,4.0,4.0,,
/Restaurant_Review-g298573-d7128855-Reviews-Raffaele_Woodfired_Pizza-Manila_Metro_Manila_Luzon.html,Raffaele Woodfired Pizza,63,"Victoria Streets Muralla corner, The Bayleaf Intramuros, Manila, Luzon 1002 Philippines",4.5,,"Vegetarian Friendly, Vegan Options","Dinner, Late Night, Drinks","Italian, Pizza, European",,4.0,4.5,4.0,,
/Restaurant_Review-g298574-d2157614-Reviews-Elar_s_Lechon-Quezon_City_Metro_Manila_Luzon.html,Elar's Lechon,49,"151 Quezon Avenue Corner Speaker Perez Street, Quezon City, Luzon 1114 Philippines",4.5,,,"Lunch, Dinner","Filipino, Asian","Takeout, Wheelchair Accessible",4.5,4.0,4.5,,
/Restaurant_Review-g312693-d15866532-Reviews-Club_United-Paranaque_Metro_Manila_Luzon.html,Club United,18,"Moonwalk Access Road Merville Park Subdivision, Paranaque, Luzon 1709 Philippines",5.0,,,"Breakfast, Lunch, Dinner, Brunch, Late Night, Drinks","Indian, Fusion, Pizza, Asian, Arabic",,,,,,"₱563 - ₱3,380"
/Restaurant_Review-g298573-d1011394-Reviews-Casa_Armas_Malate-Manila_Metro_Manila_Luzon.html,Casa Armas - Malate,133,"573 J. Nakpil St, Manila, Luzon 1004 Philippines",4.0,,,"Lunch, Dinner, Late Night","European, Spanish, Mediterranean",,4.0,4.0,3.5,4.0,"₱563 - ₱3,380"
/Restaurant_Review-g298573-d8674953-Reviews-Ippudo-Manila_Metro_Manila_Luzon.html,Ippudo,72,"Pedro Gil, Ermita, Manila 1535 Adriatico Street, Barangay 668 Midtown Wing, Robinson Place, Manila, Luzon 1000 Philippines",4.0,,,"Lunch, Dinner","Japanese, Asian, Soups","Wheelchair Accessible, Table Service, Reservations",4.0,4.0,3.0,,
/Restaurant_Review-g298450-d2004186-Reviews-Pho_Hoa_Vietnamese_Noodle_House-Makati_Metro_Manila_Luzon.html,Pho Hoa Vietnamese Noodle House,95,"Greenbelt, Makati, Luzon Philippines",4.0,,"Vegetarian Friendly, Vegan Options","Lunch, Dinner, Brunch","Asian, Vietnamese, Soups","Takeout, Seating, Table Service, Delivery, Wheelchair Accessible",4.0,3.5,4.0,3.0,
/Restaurant_Review-g298450-d7289253-Reviews-12_10_Izakaya-Makati_Metro_Manila_Luzon.html,12/10 Izakaya,49,"7635 Guijo Street San Antonio Village, Makati, Luzon 1203 Philippines",4.5,,,Dinner,"Japanese, Asian","Reservations, Seating, Serves Alcohol, Full Bar, Table Service",4.5,4.5,4.0,,
/Restaurant_Review-g298450-d7235080-Reviews-Wooden_Spoon-Makati_Metro_Manila_Luzon.html,Wooden Spoon,78,"Ground Floor, Power Plant Mall Katipunan Quezon City, Makati, Luzon Philippines",4.0,,Vegetarian Friendly,"Lunch, Dinner","Filipino, Asian",,4.0,4.0,4.0,4.0,
/Restaurant_Review-g1758900-d8476178-Reviews-Va_Bene_Pasta_Deli-Taguig_City_Metro_Manila_Luzon.html,Va Bene Pasta Deli,67,"Bonifacio High Street Third Floor, Central Cinemas, Taguig City, Luzon Philippines",4.5,,"Vegetarian Friendly, Vegan Options","Dinner, Lunch","Italian, Pizza, European",,4.5,4.0,4.0,,
/Restaurant_Review-g298450-d4346876-Reviews-Dads_Saisaki_Kamayan-Makati_Metro_Manila_Luzon.html,Dads-Saisaki-Kamayan,108,"2nd Level, Glorietta 3 Ayala Center, Makati, Luzon Philippines",4.0,,Vegetarian Friendly,"Lunch, Dinner","Japanese, Filipino, Asian, Sushi",,4.0,4.0,4.0,3.5,
/Restaurant_Review-g298450-d1147666-Reviews-Cafe_Via_Mare-Makati_Metro_Manila_Luzon.html,Cafe Via Mare,127,"2nd Floor Landmark Dept. Store Ayala Center Makati, Makati, Luzon Philippines",4.0,,,"Breakfast, Lunch, Dinner","Filipino, Cafe, Asian","Takeout, Seating, Wheelchair Accessible, Table Service",4.0,4.0,4.0,3.5,
/Restaurant_Review-g298453-d2420990-Reviews-Charlie_s_Grind_and_Grill-Pasig_Metro_Manila_Luzon.html,Charlie's Grind and Grill,115,"16 East Kapitolyo Drive Kapitolyo, Pasig, Luzon 1600 Philippines",4.0,,,"Lunch, Dinner, Brunch, Late Night",American,"Takeout, Outdoor Seating, Seating, Delivery",4.5,3.5,3.5,3.0,
/Restaurant_Review-g298450-d3838281-Reviews-Early_Bird_Breakfast_Club-Makati_Metro_Manila_Luzon.html,Early Bird Breakfast Club,140,"Unit C, Ground Floor, Fort Pointe 2 Building The Fort Complex, 28th Street, Fort Bonifacio Global City, Taguig City, Makati, Luzon Philippines",4.0,,Vegetarian Friendly,"Breakfast, Lunch, Dinner, Brunch, Late Night","American, Filipino, Cafe",,4.0,4.0,3.5,4.0,
/Restaurant_Review-g312693-d7733562-Reviews-Apu-Paranaque_Metro_Manila_Luzon.html,Apu,92,"Aseana Boulevard corner Macapagal Avenue Upper Ground Level, The Shops at the Boulevard, City of Dreams Manila, Paranaque, Luzon 1701 Philippines",4.0,,,"Lunch, Dinner","Filipino, Asian","Takeout, Reservations, Seating, Parking Available, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Table Service",4.5,4.0,4.0,,
/Restaurant_Review-g298573-d2162070-Reviews-Yurakuen_Japanese_Restaurant-Manila_Metro_Manila_Luzon.html,Yurakuen Japanese Restaurant,74,"Roxas Blvd Manila Diamond Hotel, Manila, Luzon 1000 Philippines",4.5,,,"Dinner, Lunch",Japanese,,4.5,4.5,4.0,4.5,"₱1,000 - ₱2,000"
/Restaurant_Review-g298574-d1757941-Reviews-Pino_Resto_Bar-Quezon_City_Metro_Manila_Luzon.html,Pino Resto Bar,70,"39 Malingap Street Teacher's Village, Quezon City, Luzon 1101 Philippines",4.0,,"Vegetarian Friendly, Vegan Options","Lunch, Dinner, Brunch, Breakfast, Late Night","Filipino, Asian",,4.5,4.0,4.0,3.5,
/Restaurant_Review-g298573-d3249919-Reviews-Ying_Ying_Teahouse-Manila_Metro_Manila_Luzon.html,Ying Ying Teahouse,91,"233-235 Dasmarinas cor. Yuchengco St. Binondo Manila, Manila, Luzon Philippines",4.0,,Vegetarian Friendly,"Lunch, Dinner, Brunch, Breakfast, Late Night","Chinese, Asian",,4.0,3.5,4.0,3.0,
/Restaurant_Review-g298450-d2084249-Reviews-Korea_Garden_Restaurant-Makati_Metro_Manila_Luzon.html,Korea Garden Restaurant,60,"128 Jupiter Street, Makati, Luzon 1209 Philippines",4.5,,Vegetarian Friendly,"Dinner, Lunch","Asian, Korean",,4.5,4.0,4.0,4.0,
/Restaurant_Review-g1758900-d6627954-Reviews-Saboten-Taguig_City_Metro_Manila_Luzon.html,Saboten,96,"Serendra, Bonifacio Global City, Taguig City, Luzon Philippines",4.0,,,"Lunch, Dinner, Drinks","Japanese, Asian","Takeout, Seating, Reservations, Wheelchair Accessible, Serves Alcohol, Table Service",4.5,4.0,4.0,4.0,
/Restaurant_Review-g1758900-d8698328-Reviews-Single_Origin-Taguig_City_Metro_Manila_Luzon.html,Single Origin,57,"2/F C3 Bonifacio High Street 7th Avenue Cor. 30th. Street, Taguig City, Luzon Philippines",4.0,,,"Breakfast, Brunch, Lunch, Dinner, Late Night, Drinks","Cafe, American","Seating, Serves Alcohol, Takeout, Outdoor Seating, Parking Available, Highchairs Available, Wheelchair Accessible, Wine and Beer, Free Wifi, Accepts Credit Cards, Table Service",4.0,4.0,4.0,,
/Restaurant_Review-g298450-d1636084-Reviews-Chesa_Bianca_Swiss_Restaurant-Makati_Metro_Manila_Luzon.html,Chesa Bianca Swiss Restaurant,44,"7431 Yakal St San Antonio Village, Makati, Luzon 1203 Philippines",4.5,,Vegetarian Friendly,"Lunch, Dinner","Swiss, European, Central European",,4.5,4.5,4.5,4.5,
/Restaurant_Review-g298574-d8057884-Reviews-Mantaro-Quezon_City_Metro_Manila_Luzon.html,Mantaro,45,"57 B. Scout Tobias Brgy. Laging Handa, Quezon City, Luzon 1103 Philippines",5.0,,,"Lunch, Dinner","Peruvian, Latin, Spanish","Takeout, Reservations, Seating, Table Service",5.0,5.0,4.5,,
/Restaurant_Review-g298450-d2004181-Reviews-Nanbantei_of_Tokyo-Makati_Metro_Manila_Luzon.html,Nanbantei of Tokyo,110,"3/F Greenbelt 3 Esperanza S, Makati, Luzon Philippines",4.0,,,"Lunch, Dinner, Late Night","Japanese, Asian, Sushi","Takeout, Seating, Table Service, Reservations, Serves Alcohol",4.0,4.5,4.0,4.0,
/Restaurant_Review-g1758900-d3859758-Reviews-Lorenzo_s_Way-Taguig_City_Metro_Manila_Luzon.html,Lorenzo's Way,73,"7th Avenue Bonifacio High Street Central, BGC, Taguig City, Taguig City, Luzon Philippines",4.0,,Vegetarian Friendly,"Lunch, Dinner","Spanish, Filipino, Asian",,4.0,4.0,3.5,3.5,
/Restaurant_Review-g298453-d10529217-Reviews-Warung_Kapitolyo-Pasig_Metro_Manila_Luzon.html,Warung Kapitolyo,46,"83 Capitol Drive Kapitolyo Pasig, Pasig, Luzon 1603 Philippines",4.5,,"Vegan Options, Halal, Vegetarian Friendly","Lunch, Dinner","Asian, Indonesian",,4.5,4.0,4.0,,
/Restaurant_Review-g298573-d1013304-Reviews-Recipes-Manila_Metro_Manila_Luzon.html,Recipes,97,"Manila, Luzon Philippines",4.0,,,"Lunch, Dinner, Brunch","Filipino, Asian","Takeout, Seating, Wheelchair Accessible, Table Service",4.5,4.0,4.0,3.5,
/Restaurant_Review-g298452-d11046279-Reviews-IPPUDO_Mall_Of_Asia-Pasay_Metro_Manila_Luzon.html,IPPUDO Mall Of Asia,44,"2nd Floor Main Mall, North Wing, Mall of Asia Complex, Pasay City 2nd Floor Main Mall, North Wing,, Pasay, Luzon Philippines",4.5,,,"Lunch, Dinner","Japanese, Asian, Soups",Table Service,4.0,4.5,3.5,,
/Restaurant_Review-g298451-d5496387-Reviews-Kettle-Mandaluyong_Metro_Manila_Luzon.html,Kettle,80,"5/F Shangri-La Plaza Mall East Wing, Mandaluyong, Luzon Philippines",4.0,,,"Lunch, Dinner, Brunch",American,"Takeout, Seating, Reservations, Wheelchair Accessible, Serves Alcohol, Table Service",4.0,4.0,3.5,3.5,
/Restaurant_Review-g298574-d1757925-Reviews-Greens-Quezon_City_Metro_Manila_Luzon.html,Greens,63,"104 Scout Lozano Street, Quezon City, Luzon 1103 Philippines",4.5,,"Vegetarian Friendly, Vegan Options","Lunch, Dinner","International, Asian, Healthy",,4.0,4.0,4.5,4.5,
/Restaurant_Review-g298450-d1742811-Reviews-Cafe_Via_Mare-Makati_Metro_Manila_Luzon.html,Cafe Via Mare,77,"Shop 138, Greenbelt 3 Ayala Center, Makati, Luzon Philippines",4.0,,Vegetarian Friendly,"Lunch, Dinner","Filipino, Asian, International",,4.5,4.0,4.0,3.5,
/Restaurant_Review-g298574-d2066701-Reviews-Friuli_Trattoria-Quezon_City_Metro_Manila_Luzon.html,Friuli Trattoria,67,"79A Maginhawa Street UP Village, Quezon City, Luzon 1101 Philippines",4.5,,Vegetarian Friendly,,"Italian, Pizza, European",,4.5,4.0,4.5,3.5,₱169 - ₱563
/Restaurant_Review-g298451-d8867042-Reviews-Sambokojin-Mandaluyong_Metro_Manila_Luzon.html,Sambokojin,77,"EDSA Cor Julia Vargas Avenue 3rd Floor, Atrium SM Megamall, Mandaluyong, Luzon 1550 Philippines",4.0,,"Vegetarian Friendly, Vegan Options, Gluten Free Options","Lunch, Dinner, Brunch","Japanese, Asian, Korean, Sushi",,4.5,4.0,4.0,,
/Restaurant_Review-g298574-d8499554-Reviews-Oedo_Japanese_Restaurant-Quezon_City_Metro_Manila_Luzon.html,Oedo Japanese Restaurant,62,"105 Sto. Domingo Ave Corner Sct D.M. Alcaraz, Quezon City, Luzon 1104 Philippines",4.5,,Vegetarian Friendly,"Lunch, Dinner","Japanese, Sushi, Asian",,4.5,4.0,4.0,,
/Restaurant_Review-g298573-d1902764-Reviews-G_Point_Smorgasbord_Bar-Manila_Metro_Manila_Luzon.html,G Point Smörgåsbord & Bar,161,"510 Padre Faura street Adriatico corner, Manila, Luzon 1200 Philippines",4.0,,,"Lunch, Dinner, Brunch, Late Night, Drinks","Filipino, Bar, European, Pub","Seating, Television, Serves Alcohol, Full Bar, Buffet, Wheelchair Accessible, Free Wifi, Live Music",4.0,4.0,4.0,4.5,
/Restaurant_Review-g298450-d10842049-Reviews-Wildflour_Cafe_and_Bakery-Makati_Metro_Manila_Luzon.html,Wildflour Cafe and Bakery,85,"111 Rada Street Legaspi Village, Makati, Luzon 1223 Philippines",4.0,,"Vegetarian Friendly, Vegan Options","Breakfast, Lunch, Brunch",Cafe,,4.0,4.0,3.5,,
/Restaurant_Review-g298450-d8471532-Reviews-Le_Petit_Souffle-Makati_Metro_Manila_Luzon.html,Le Petit Souffle,90,"Kalayaan Avenue Third Floor, Century City Mall, Makati, Luzon 1210 Philippines",4.0,,Vegetarian Friendly,"Dinner, Brunch, Lunch","French, Japanese, European, Asian",,4.0,4.0,3.5,,
/Restaurant_Review-g298573-d1996386-Reviews-Ramon_Lee_s_Panciteria-Manila_Metro_Manila_Luzon.html,Ramon Lee's Panciteria,49,"540 Ronquillo Street Sta. Cruz, Manila, Luzon Philippines",4.5,,,"Lunch, Dinner, Brunch","Chinese, Filipino, Asian","Takeout, Seating, Table Service",4.5,4.0,4.5,3.5,
/Restaurant_Review-g1758900-d815935-Reviews-Aubergine-Taguig_City_Metro_Manila_Luzon.html,Aubergine,139,"32nd And 5th Building 5th Avenue cor. 32nd Street, Fort Bonifacio, Taguig City, Luzon 1634 Philippines",4.0,,Vegetarian Friendly,,"European, French",,4.5,4.0,4.0,4.0,"₱2,535 - ₱5,633"
/Restaurant_Review-g298573-d2162069-Reviews-Corniche-Manila_Metro_Manila_Luzon.html,Corniche,110,"Manila Diamond Hotel Corner Roxas Boulvard and J. Quintos Street, Manila, Luzon Philippines",4.0,,Vegetarian Friendly,"Lunch, Dinner, Breakfast, Late Night","Asian, International",,4.0,4.5,3.5,4.5,
/Restaurant_Review-g1758900-d3723325-Reviews-Shrimp_Bucket-Taguig_City_Metro_Manila_Luzon.html,Shrimp Bucket,80,"2nd Avenue corner 31st Street Bonifacio Global City, Taguig City, Luzon Philippines",4.0,,,"Lunch, Dinner","Seafood, Asian","Takeout, Outdoor Seating, Seating, Serves Alcohol, Reservations, Table Service",4.5,4.0,4.0,3.5,
/Restaurant_Review-g298450-d1147837-Reviews-Italianni_s-Makati_Metro_Manila_Luzon.html,Italianni's,306,"Estrella St Greenbelt 2 G/F, Ayala Center, Makati, Luzon 1223 Philippines",3.5,,"Vegetarian Friendly, Vegan Options","Lunch, Dinner, Brunch, Late Night","Italian, American",,4.0,3.5,3.5,3.5,
/Restaurant_Review-g298450-d9599525-Reviews-SaladStop-Makati_Metro_Manila_Luzon.html,SaladStop!,43,"G/F Glorietta 2, Palm Drive, Makati, Luzon 1223 Philippines",4.5,,"Vegetarian Friendly, Vegan Options","Lunch, Dinner",,"Takeout, Seating, Wheelchair Accessible",4.0,3.5,3.5,,
/Restaurant_Review-g298450-d2467053-Reviews-Elbert_s_Steak_Room-Makati_Metro_Manila_Luzon.html,Elbert's Steak Room,89,"3/F Sagittarius Bldg III 111 H.V. Dela Costa St, Makati, Luzon Philippines",4.0,,,"Lunch, Dinner",Steakhouse,"Reservations, Private Dining, Seating, Serves Alcohol, Full Bar, Table Service",4.5,4.5,4.0,4.0,
/Restaurant_Review-g298453-d7219209-Reviews-Sentro_1771-Pasig_Metro_Manila_Luzon.html,Sentro 1771,83,"Meralco Ave. Corner Shaw Blvd Capitol Commons, Pasig, Luzon 1604 Philippines",4.0,,Vegetarian Friendly,"Lunch, Dinner, Breakfast, Brunch","Filipino, Asian",,4.5,4.0,4.0,,
/Restaurant_Review-g298573-d4300369-Reviews-Dads_Saisaki_Kamayan-Manila_Metro_Manila_Luzon.html,Dads-Saisaki-Kamayan,74,"523 Merchant Building, Padre Faura Corner Adriatico Street, Ermita,, Manila, Luzon Philippines",4.0,,"Vegetarian Friendly, Vegan Options","Lunch, Dinner, Brunch","Filipino, Sushi, Asian",,4.0,4.0,4.0,3.5,
/Restaurant_Review-g298450-d7652033-Reviews-Tokyo_Tonteki-Makati_Metro_Manila_Luzon.html,Tokyo Tonteki,53,"Fl 2nd Greenbelt 5, Makati Commerical Center Makati City, Philippines, Makati, Luzon 1200 Philippines",4.0,,,"Lunch, Dinner","Japanese, Asian","Takeout, Reservations, Seating, Wheelchair Accessible, Serves Alcohol, Table Service",4.5,4.0,4.0,,
/Restaurant_Review-g298573-d2216960-Reviews-Casa_Roces-Manila_Metro_Manila_Luzon.html,Casa Roces,101,"1153 JP Laurel cor. Aguado S San Miguel, Manila, Luzon Philippines",4.0,,,"Dinner, Breakfast, Lunch","Filipino, Spanish, Asian","Takeout, Reservations, Seating, Serves Alcohol, Table Service, Private Dining, Highchairs Available",4.0,4.0,4.0,5.0,
/Restaurant_Review-g298450-d1998719-Reviews-Barcino_Wine_Resto_Bar-Makati_Metro_Manila_Luzon.html,Barcino Wine Resto Bar,204,"5 Greenbelt Drive, Makati, Luzon 1223 Philippines",3.5,,,"Lunch, Dinner, Late Night, Drinks","Spanish, Wine Bar","Delivery, Takeout, Reservations, Seating, Serves Alcohol, Full Bar, Wine and Beer, Table Service",4.0,3.5,3.5,4.0,
/Restaurant_Review-g298453-d5896011-Reviews-Tipsy_Pig-Pasig_Metro_Manila_Luzon.html,Tipsy Pig ,164,"Capitol Commons, Corner Shaw Boulevard and Meralco Avenue, Pasig, Luzon Philippines",3.5,,,"Lunch, Dinner, Brunch, Late Night, Drinks","American, Filipino, Bar, Pub","Takeout, Reservations, Outdoor Seating, Seating, Television, Wheelchair Accessible, Serves Alcohol, Full Bar, Table Service",4.0,3.5,3.5,4.0,
/Restaurant_Review-g298573-d6704294-Reviews-Dakota_Cabin_Cafe_Bar_and_Bistro-Manila_Metro_Manila_Luzon.html,Dakota Cabin Cafe Bar and Bistro,63,"1335 Unit 1-B a Mabini Street Ermita, Manila, Luzon 1100 Philippines",4.5,,,"Lunch, Brunch, Dinner, Late Night, Drinks","Bar, British, International, Asian","Takeout, Outdoor Seating, Parking Available, Serves Alcohol, Seating, Street Parking, Free off-street parking, Television, Full Bar, Wine and Beer, Accepts Mastercard, Accepts Visa, Cash Only, Free Wifi, Reservations, Table Service",4.5,4.5,4.5,4.5,
/Restaurant_Review-g298452-d10089681-Reviews-Wolfgang_s_Steakhouse_by_Wolfgang_Zwiener-Pasay_Metro_Manila_Luzon.html,Wolfgang's Steakhouse by Wolfgang Zwiener,157,"Newport Blvd 2nd floor Newport Mall, Resorts World Manila, Pasay, Luzon 1309 Philippines",4.0,,,"Lunch, Dinner","American, Steakhouse","Reservations, Seating, Parking Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Table Service, Highchairs Available, Gift Cards Available",4.0,4.0,3.5,,
/Restaurant_Review-g298450-d7855474-Reviews-8_Cuts_Burger_Blends-Makati_Metro_Manila_Luzon.html,8 Cuts Burger Blends,64,"LP Leviste Street, Makati, Luzon 1227 Philippines",4.0,,,"Dinner, Lunch",American,"Takeout, Seating, Serves Alcohol, Table Service",4.0,4.0,3.5,,
/Restaurant_Review-g1758900-d7998701-Reviews-8_Cuts_Burger_Blends-Taguig_City_Metro_Manila_Luzon.html,8 Cuts Burger Blends,54,"11th Avenue Ground Floor, Serendra, Taguig City, Luzon Philippines",4.5,,,"Lunch, Dinner",American,"Takeout, Seating, Wheelchair Accessible, Table Service",4.5,4.5,4.5,,
/Restaurant_Review-g298573-d1866216-Reviews-Dong_Bei_Dumpling-Manila_Metro_Manila_Luzon.html,Dong Bei Dumpling,104,"642 Yuchengo Street, Manila, Luzon 1006 Philippines",4.0,,,"Dinner, Lunch","Chinese, Asian","Takeout, Table Service, Seating",4.5,3.5,4.5,3.0,
/Restaurant_Review-g298451-d7988686-Reviews-Chili_s-Mandaluyong_Metro_Manila_Luzon.html,Chili's,56,"2/L Mega Atrium, SM Megamall Edsa Cor. Julia Vargas Ave, Mandaluyong, Luzon Philippines",4.0,,Vegetarian Friendly,"Lunch, Dinner","American, Southwestern, Bar",,4.5,4.5,4.0,4.0,
/Restaurant_Review-g298451-d7303549-Reviews-Tuan_Tuan_Chinese_Brasserie-Mandaluyong_Metro_Manila_Luzon.html,Tuan Tuan Chinese Brasserie,107,"3L Fashion Hall, SM Megamall Edsa, Mandaluyong, Luzon 1550 Philippines",4.0,,,"Lunch, Dinner, Brunch","Asian, Chinese","Takeout, Seating, Wheelchair Accessible, Reservations, Table Service",4.0,3.5,3.5,4.0,
/Restaurant_Review-g298573-d1238462-Reviews-Tao_Yuan_Restaurant-Manila_Metro_Manila_Luzon.html,Tao Yuan Restaurant,104,"508-512 General Malvar St, Corner A, Mabini St. Malate, Manila, Luzon Philippines",4.0,,,"Lunch, Dinner, Late Night","Chinese, Seafood, Asian","Takeout, Reservations, Seating, Serves Alcohol, Table Service",4.0,4.0,3.5,3.5,
/Restaurant_Review-g1758900-d1098466-Reviews-Mamou-Taguig_City_Metro_Manila_Luzon.html,Mamou,136,"Mcarthur Avenue Bonifacio Global City, Taguig City, Luzon 1202 Philippines",4.0,,,"Lunch, Dinner, Breakfast, Late Night",Steakhouse,"Takeout, Reservations, Seating, Wheelchair Accessible, Serves Alcohol, Table Service",4.0,4.0,3.5,3.5,
/Restaurant_Review-g298450-d2389814-Reviews-Cibo-Makati_Metro_Manila_Luzon.html,Cibo,95,"5 Greenbelt Drive 2nd Level Ayala Center, Makati, Luzon 1223 Philippines",4.0,,"Vegetarian Friendly, Vegan Options","Lunch, Dinner, Brunch","Italian, Pizza, European",,4.0,4.0,3.5,3.5,
/Restaurant_Review-g1758900-d12010273-Reviews-210_Degrees_Kitchen_and_Drinkery-Taguig_City_Metro_Manila_Luzon.html,210 Degrees Kitchen and + Drinkery,64,"Icon Plaza, 25th Street Unit 1D, G/F, 25th Street Corner 6th Avenue, Taguig City, Luzon 1630 Philippines",4.5,,"Vegetarian Friendly, Vegan Options",,"French, European, Contemporary",,4.5,4.5,4.5,,₱10 - ₱50
/Restaurant_Review-g312693-d23634959-Reviews-Hahn_Restaurant-Paranaque_Metro_Manila_Luzon.html,Hahn Restaurant,16,"Korean Town, Ayala Malls Manila Bay Third Floor, Paranaque, Luzon 1701 Philippines",4.5,,,"Lunch, Dinner","Asian, Korean",,5.0,4.5,5.0,,
/Restaurant_Review-g298573-d1910273-Reviews-Champagne_Room-Manila_Metro_Manila_Luzon.html,Champagne Room,84,"One Rizal Park, Roxas Blvd (MANILA HOTEL), Manila, Luzon Philippines",4.0,,,Dinner,European,"Reservations, Private Dining, Seating, Wheelchair Accessible, Serves Alcohol, Table Service",4.0,4.0,4.0,5.0,
/Restaurant_Review-g1758900-d6857509-Reviews-Barcino-Taguig_City_Metro_Manila_Luzon.html,Barcino,50,"Flr 5th SM Aura Premier, Taguig City, Luzon 1630 Philippines",4.0,,Vegetarian Friendly,"Dinner, Lunch","European, Spanish, Bar, Pub, Wine Bar",,4.0,4.0,4.0,,
