name,address,about,review_count,rating,rating_description,rating_Location,rating_Cleanliness,rating_Service,rating_Value,Property_amenities,Room_features,Room_types,hotel_class,walkability_score,walkability_description,nearby_restaurant_count,nearby_attraction_count,price_range,formerly_known_as,location,number_of_rooms
Peace Hotel RedPartner,"Soler Street, Soler Street, No.1285 Binondo, Manila, Luzon 1006 Philippines","<span class=""QewHA H4 _a""><span>Good overall service and all rooms were clean. Didn’t smell like cigarettes like other hotels in the area. Internet was stable and warm water and cool aircon mostly new furniture.  The spa massage was great located at the 3rd floor of the hotel! I’ll definitely will stay here again. </span></span>",6,4.0,Very good,3.5,3.5,4.0,4.5,Laundry service,,,,92,Great for walkers,83,6,"₱1,301",,Philippines,10
Baywatch Tower,"2057 M.H. Del Pilar Street, Manila, Malate, Manila, Luzon 1004 Philippines","<span class=""QewHA H4 _a""><span>stayed here a couple of nights.  i've been to manila several times in the past years and i never thought i could still come across a good accommodation.  just like in other asian cities, rooms are typically bad.  this one is a stand out.  the room is stunning with it's beautiful interiors, good finishings and a to-die-for view of manila bay.  it has a kitchen too which comes handy when i decided to spice up the takeout i bought from the restaurant nearby.  10 thumbs up!</span></span>",2,5.0,Excellent,5.0,5.0,5.0,5.0,Children Activities (Kid / Family Friendly),"Air conditioning,Safe,Sofa,Iron,Coffee / tea maker,Kitchenette,Bath / shower,Complimentary toiletries,Microwave,Refrigerator,Kitchenware,Hair dryer",,3.0,91,Great for walkers,86,8,"₱2,827",,Philippines,7
Stone House Manila,"1529 A. Mabini Street Barangay Kristong Hari, Manila, Luzon 1000 Philippines","Near the US Embassy, Roxas Boulevard and other tourist attractions in Manila.",31,3.0,Average,4.0,3.0,3.5,3.0,"Free High Speed Internet (WiFi),Bar / lounge,Airport transportation,Massage,Baggage storage,Concierge,24-hour front desk,Express check-in / check-out,Wifi,Paid wifi,Coffee shop,Restaurant,Breakfast in the room,Shuttle bus service,Car hire,Salon,Convenience store,Currency exchange,Non-smoking hotel,Shops,Laundry service","Air conditioning,Housekeeping,Safe,Telephone,Bath / shower","Family rooms,Smoking rooms available",,97,Great for walkers,189,16,"₱1,583",,Philippines,54
Comfy Loft Home at Citylofts Dominga,"2649 Dominga Street, Manila, Luzon 1004 Philippines","<span class=""QewHA H4 _a""><span>Check in is strictly at 3pm. Earlier than that (even at 11am) is almost the same amount as a one day stay. You can leave your luggage though. It’s a few meters from the main street so it’s hard to hail a cab. Only option is book a Grab. Near LRT, 7/11, and other small food stores. I wish they provided a bottle of water too and maybe coffee and tea. I’ve stayed in condos and pads like this Malate and they have freebies like that. It’s a loft so not very safe for small kids and may not be convenient for most disabled persons. You can book better room for this amount that comes with kitchen and refrigerator and is more closer to malls .</span></span>",1,3.0,Average,,,,,,,,4.5,85,Good for walkers,51,5,"₱1,018",,Philippines,
Casa Blanca Apartment,"1447 Adriatico Street Corner Salas St., Manila, Luzon 1000 Philippines","<span class=""QewHA H4 _a""><span>It has kitchenette but cutleries plates provided only one so bring your own.  Bathroom need to be cleaned properly but hot water was good!  First impression walking towards room was not good there is a glass louvre windows and grilled for safety that didn’t feel so safe and private... weird.  but it was actually quiet- at night.  Good tv reception and wifi in rooms.  It’s OK if you are not fussy.  There’s a security guard at main entrance. Front desk very helpful.  Ancient aircon  but works ... we had street side view at least  it has big windows ask for a room with windows. Bed is good enough.</span></span>",1,3.0,Average,,,,,,,,5.0,98,Great for walkers,171,12,"₱1,696",,Philippines,
Victoria Mansions,"600 J Nakpil Corner J Bocobo Street Malate, Manila, Luzon 1004 Philippines","<span class=""QewHA H4 _a""><span>Situé en plein quartier nocturne, l'accès à l'établissement est autorisé par le personnel de jour, ou le gardien de nuit. Accueil gentil. Studio basique ? c'est une chambre avec s-d-b et frigo. Les chambres ou studios sont vétustes. Mobilier défraîchi, peintures écaillées, joints de salle-de-bains ... Etat général vieillot à tout point de vue. Si en plus on a une chambre sur la rue, pas facile de s'endormir. Sanitaires ça fonctionne. Wifi, OK. Réfrigérateur cabossé, sale et hors d'âge. Rideaux percés. Vantaux coulissants de fenêtre qui ne se ferment pas intégralement : bruit. Deux étages de chambres sans ascenseur, je dis ça juste pour celles et ceux à mobilité réduite. Bon juste pour une nuit si le prix est très modéré (studio basique) sinon ça grimpe et le rapport qualité-prix</span><span class=""_""> n'est pas au rendez-vous. La gentillesse ne suffit pas à masquer l'état général.</span>…</span>",1,1.0,Terrible,,,4.0,2.0,,,,5.0,97,Great for walkers,218,15,₱848,,Philippines,
Islas 8817 Guesthouse,"8817 San Juan Street San Antonio Valley 2, Paranaque City, Manila, Luzon Philippines","<div><p>Islas 8817 Guesthouse is an excellent choice for travelers visiting Manila, offering a budget friendly environment alongside many helpful amenities designed to enhance your stay.</p><p>The rooms offer air conditioning, and getting online is possible, as free internet access is available, allowing you to rest and refresh with ease.</p><p>Close to Saint Andrew's Cathedral (2.4 mi), a popular Manila landmark, Islas 8817 Guesthouse is a great destination for tourists.</p><p>During your visit, be sure to check out one of the nearby restaurants that are within walking distance of Islas 8817 Guesthouse, such as Jollibee Ylaya (0.9 mi), Steak Station (0.5 mi), or Guernica's Restaurant (1.0 mi).</p><p>Manila is also known for some great monuments and statues, including Memorare Manila Monument and Centennial Clock, which are not too far from Islas 8817 Guesthouse.</p><p>Enjoy your stay in Manila!</p><p></p></div>",20,2.5,Average,3.5,3.0,3.0,3.5,"Wifi,Airport transportation",Air conditioning,,,,,,,,,Philippines,152
RedDoorz @ Arzo Hotel Grand Lodge,"1440 San Marcelino St. Ermita, Manila, Luzon 1000 Philippines","Ideal stay option for Family Vacations, Couples and Solo Travellers.",1,2.0,Poor,,,,,,,,3.0,78,Somewhat walkable,261,22,"₱1,244",RedDoorz @ Arzo Hotel and Resorts,Philippines,25
Luneta Hotel,"444 Kalaw Avenue, Manila, Luzon 1000 Philippines","<div><p>Everyone needs a place to lay their weary head. For travelers visiting Manila, Luneta Hotel is an excellent choice for rest and rejuvenation. Well-known for its romantic environment and proximity to great restaurants and attractions, Luneta Hotel makes it easy to enjoy the best of Manila.</p><p>As your “home away from home,” the small hotel rooms offer air conditioning and a desk, and getting online is easy, with free wifi available.</p><p>Guests have access to a 24 hour front desk, a concierge, and room service while staying at Luneta Hotel. In addition, Luneta Hotel offers an on-site restaurant, which will help make your Manila trip additionally gratifying. And, as an added convenience, there is free parking available to guests.</p><p>Given the close proximity of popular landmarks, such as Monastery of Saint Agustin (0.6 mi) and Casa Manila (0.7 mi), guests of Luneta Hotel can easily experience some of Manila's most well known attractions.</p><p>When you’re feeling hungry, be sure to check out Samgyupsalamat, Makchang, and Korean Village, which are some barbeque restaurants that are popular with locals and out-of-towners alike.</p><p>Should time allow, Fort Santiago, Intramuros, and Rizal Park are some popular attractions that are within walking distance.</p><p>Luneta Hotel is sure to make your visit to Manila one worth remembering.</p><p></p></div>",78,4.0,Very good,4.5,4.5,4.5,4.5,"Free parking,Free High Speed Internet (WiFi),Hot tub,Free breakfast,Children Activities (Kid / Family Friendly),Taxi service,Meeting rooms,24-hour security,Parking,Internet,Bar / lounge,Coffee shop,Restaurant,Breakfast in the room,Wine / champagne,Baggage storage,Concierge,Newspaper,Non-smoking hotel,Shared lounge / TV area,Doorperson,24-hour front desk,Express check-in / check-out,Dry cleaning","Soundproof rooms,Air conditioning,Desk,Housekeeping,Safe,Flatscreen TV,Bath / shower,Complimentary toiletries,VIP room facilities,Bottled water",Non-smoking rooms,2.0,91,Great for walkers,51,14,,,Philippines,27
Orion Hotel,"3rd Tutuban Center, Claro M Recto Avenue, Manila, Luzon 1018 Philippines","Located on the 3rd level of the Primeblock Building, Orion Hotel in Manila provides guests with unrivaled access to a world of shopping. In the past, a journey to Tutuban would take hours of negotiating traffic-filled streets or a long, stressful commute. Now, as guests of Orion Hotel in Manila, one just needs to step out the door of their hotel to grab the best deals in the city. Yet it doesn't end at simply having a convenient location. With a range of amenities, services, and facilities on offer, guests staying at Orion Hotel in Manila are assured that they can go on shopping trips without a hitch",135,4.0,Very good,3.5,4.5,4.5,4.5,"Free parking,Free High Speed Internet (WiFi),Wifi,Free breakfast,Non-smoking hotel","Air conditioning,Room service,Flatscreen TV","Non-smoking rooms,Suites",3.0,74,Somewhat walkable,30,7,,,Philippines,41
Pink Manila Hostel,"2551 Don Pedro St. Cor. Bautista St. Malate, Manila, Luzon 1004 Philippines","Best Hostel in Manila! Pool, Bar, Rooftop, Gym... Great place for travelers!",195,4.0,Very good,3.5,3.5,4.0,4.0,"Free High Speed Internet (WiFi),Wifi,Pool,Rooftop pool,Free breakfast,Bar / lounge,Rooftop bar",Kitchenette,,2.0,77,Somewhat walkable,50,4,,,Philippines,42
Stay Malate,"1750 Adriatico Street corner Nakpil St. Dona Josefa Bldg., Manila, Luzon 1004 Philippines","Comfort. Ease. Value. These are the catchwords that best describe Stay Malate. Stay Malate is a traveler’s and backpacker’s lodge/hostel situated in the heart of the historic and culturally vibrant Malate District in the City of Manila. Stay Malate can provide accommodations for solo or group travelers, whether on short-stay or long-term stay. Guests can choose from a range of accommodations to allow for flexibility in preference and budget. Guests can choose from either private or shared rooms, and fan rooms or air-conditioned rooms. Mixed dormitory rooms are also available, with shared bathrooms and toilets. Some rooms have a private bathroom with shower and a balcony with view. All rooms are accessible by stairs and elevator. Accommodations include bed linens as well as lockers where guests can store their personal items and valuables. Outlets and reading lights are situated close to the beds and housekeeping is also provided, as well as a laundry area that guests can use. The pro",17,4.5,Excellent,4.5,5.0,5.0,5.0,"Public wifi,Bar / lounge,Restaurant,Non-smoking hotel,Self-serve laundry",Air conditioning,Non-smoking rooms,2.0,97,Great for walkers,175,16,"₱1,022",,Philippines,71
Chill-Out Guesthouse,"612 Remedios Street Malate, Manila, Luzon 1004 Philippines","<div><p>""Clean, peaceful, good location, comfortable, affordable.""</p><p>The chillout guesthouse provide a multitude of service for his guest.</p><p>Free wifi.</p><p>24h security guard and CCTV cameras</p><p>24 Hours reception</p><p>Chillout resto bar on the gran floor</p><p>Laundry service</p><p>Open kitchen</p><p>Comon area with cable TV</p><p>Van service, pick-up, deposit and renrtal</p><p>Ticketing domestic and international flight</p><p>Bus ticket ohayamy Bus for North luzon</p><p>Tour and Package, North luzon, Manila and around, Bohol and visayas, palawan ....</p></div>",193,3.5,Very good,4.0,4.0,4.0,4.0,"Free High Speed Internet (WiFi),Bar / lounge,Pets Allowed ( Dog / Pet Friendly ),Airport transportation,Massage,24-hour security,Baggage storage,24-hour front desk,Wifi,Coffee shop,Car hire,Shared bathroom,Shared kitchen,Laundry service","Air conditioning,Kitchenette",Non-smoking rooms,2.0,93,Great for walkers,123,13,,,Philippines,13
The Fort Budget Hotel - Bonifacio Global City,"5756 ABBA Building, Kalayaan Ave. cor. Northbound EDSA Brgy, Pinagkaisahan, Manila, Luzon Philippines","<div><p>Finding an ideal budget friendly small hotel in Manila does not have to be difficult. Welcome to The Fort Budget Hotel - Bonifacio Global City, a nice option for travelers like you.</p><p>Guest rooms offer air conditioning, and The Fort Budget Hotel - Bonifacio Global City makes getting online easy as free wifi is available.</p><p>You can also take advantage of some of the amenities offered by the small hotel, including a 24 hour front desk, room service, and a concierge. In addition, guests can enjoy a lounge during their visit. As an added convenience, there is parking available to guests.</p><p>Nearby landmarks such as Santa Ana Church (2.3 mi) and Museum of Contemporary Art and Design (MCAD), Manila (2.9 mi) make The Fort Budget Hotel - Bonifacio Global City a great place to stay when visiting Manila.</p><p>If you’re looking for a French restaurant, consider a visit to Vatel Restaurant Manila, Old Manila, or Laduree, which are all conveniently located a short distance from The Fort Budget Hotel - Bonifacio Global City.</p><p>Best of all, The Fort Budget Hotel - Bonifacio Global City makes it easy to experience many great Manila attractions like San Diego Gardens, Father Blanco's Garden, and Chinese Garden, which are some popular gardens.</p><p>The Fort Budget Hotel - Bonifacio Global City puts the best of Manila at your fingertips, making your stay both relaxing and enjoyable.</p><p></p></div>",66,4.0,Very good,4.5,4.5,4.5,4.5,"Parking,Free High Speed Internet (WiFi),Bar / lounge,Business Center with Internet Access,Salon,Rooftop terrace,Baggage storage,24-hour front desk,Wifi,Coffee shop,Concierge,Currency exchange,Non-smoking hotel,Laundry service","Air conditioning,Private balcony,Room service,Safe,Bath / shower,Complimentary toiletries",,2.0,73,Somewhat walkable,252,7,,,Philippines,28
UCCP Shalom Hotel,"1660 L.M. Guerroro St Malate, Manila, Luzon 1004 Philippines","<span class=""QewHA H4 _a""><span>This hotel went above and beyond,   We were a group of 10 staying here doing charity work. Rooms are cleaned daily, spacious and have everything you need   Staff are excellent always on hand when needed.   Location is on a quiet road. Walking distance to everything you will need</span></span>",35,4.5,Excellent,4.5,5.0,4.5,4.5,"Free High Speed Internet (WiFi),Wifi,Airport transportation,Non-smoking hotel",,,,97,Great for walkers,171,12,"₱2,488",,Philippines,
RedDoorz @ Manila Venetian Hotel,"27-30 Aurora Boulevard Sta. Cruz, Manila, Luzon 1000 Philippines","<div><p>Finding an ideal charming small hotel in Manila does not have to be difficult. Welcome to Manila Venetian Hotel, a nice option for travelers like you.</p><p>For those interested in checking out popular landmarks while visiting Manila, Manila Venetian Hotel is located a short distance from Chinatown (1.4 mi) and Quiapo Church (1.5 mi).</p><p>As your “home away from home,” the small hotel rooms offer a flat screen TV, air conditioning, and a desk, and getting online is easy, with free wifi available.</p><p>Guests have access to room service, a concierge, and a coffee shop while staying at Manila Venetian Hotel. In addition, Manila Venetian Hotel offers an on-site restaurant, which will help make your Manila trip additionally gratifying. And, as an added convenience, there is free parking available to guests.</p><p>If you're looking for a place to eat, Boulangerie22 - SM San Lazaro (0.1 mi), Original Pares Mami House (0.5 mi), and Mang Inasal (0.4 mi) are all within walking distance of Manila Venetian Hotel.</p><p>Manila is also home to National Museum of Natural History, a popular natural history museum that is not too far from Manila Venetian Hotel.</p><p>Manila Venetian Hotel looks forward to welcoming you on your visit to Manila.</p><p></p></div>",84,4.0,Very good,3.5,3.5,4.0,3.0,"Free parking,Free High Speed Internet (WiFi),Fitness Center with Gym / Workout Room,Bar / lounge,Nightclub / DJ,Massage,Baggage storage,Concierge,Parking,Wifi,Coffee shop,Restaurant,Salon,Steam room,Currency exchange,Non-smoking hotel,Dry cleaning,Laundry service","Air conditioning,Desk,Room service,Safe,Flatscreen TV,Bath / shower","Non-smoking rooms,Suites,Family rooms",2.0,55,Somewhat walkable,53,4,"₱1,131",Manila Venetian Hotel,Philippines,34
D Circle Hotel,"2063 M.H. Del Pilar Street Malate, Manila, Luzon 1004 Philippines","D Circle Hotel is one of the newest boutique hotels in Malate, Manila. The hotel features 60 guestrooms with a matchless blend of calm and modernity that offer warm and friendly hospitality.",46,4.0,Very good,3.0,4.0,4.5,4.0,"Free High Speed Internet (WiFi),Wifi,Free breakfast,Children Activities (Kid / Family Friendly),Business Center with Internet Access,Banquet room,Non-smoking hotel,Laundry service,Bar / lounge,Restaurant","Air conditioning,Room service,Minibar,Refrigerator","Non-smoking rooms,Family rooms,Smoking rooms available",3.0,90,Good for walkers,76,6,,,Philippines,60
Malvar Hostel,"636 Gen. Malvar St. Malate, Manila, Luzon Philippines","<span class=""QewHA H4 _a""><span>The Malvar Hostel is located in the centre of the city about three blocks from Robinsons department store.  Although it is located in Malate (lots of bars and massage parlours), the hostel was quiet and secure.  It is a good place to stay when in transit.</span></span>",50,4.0,Very good,4.5,4.0,4.5,4.0,,,,2.0,97,Great for walkers,213,14,,,Philippines,21
Cherry Blossoms Hotel,"550 J Bocobo St, Manila, Luzon 1000 Philippines","<div><p>Finding an ideal family-friendly hotel in Manila does not have to be difficult. Welcome to Cherry Blossoms Hotel, a nice option for travelers like you.</p><p>Close to some of Manila's most popular landmarks, such as Paco Park (0.4 mi) and Malate Church (0.5 mi), Cherry Blossom Hotel is a great destination for tourists.</p><p>As your “home away from home,” the hotel rooms offer air conditioning, a refrigerator, and a minibar, and getting online is easy, with free wifi available.</p><p>Guests have access to a 24 hour front desk, room service, and baggage storage while staying at Cherry Blossoms Hotel. In addition, Cherry Blossoms Hotel offers free breakfast, which will help make your Manila trip additionally gratifying. And, as an added convenience, there is parking available to guests.</p><p>While in Manila be sure to experience local crab favorites at Spiral, Harbor View Restaurant, or Cafe Ilang-Ilang.</p><p>There is no shortage of things to do in the area: explore popular natural history museums such as National Museum of Natural History.</p><p>Cherry Blossoms Hotel looks forward to welcoming you on your visit to Manila.</p><p></p></div>",169,3.5,Very good,4.5,3.5,3.5,3.5,"Parking,Internet,Free breakfast,Karaoke,Children Activities (Kid / Family Friendly),Airport transportation,Massage,Baggage storage,Coffee shop,Restaurant,Car hire,Currency exchange,Non-smoking hotel,ATM on site,24-hour front desk","Air conditioning,Room service,Safe,Minibar,Refrigerator","Non-smoking rooms,Family rooms",,95,Great for walkers,162,13,,,Philippines,143
Makabata Guesthouse & Cafe,"2218 Leveriza Street Malate, Manila, Luzon 2218 Philippines","Welcome to Makabata Guesthouse and Cafe! We are a social enterprise and youth training center run by Bahay Tuluyan, a children's rights organization. We have 14 rooms guesthouse designed with comfort and affordability at heart. We strive to provide intrepid travellers with a unique experience with a relaxing stay.",45,4.0,Very good,4.0,4.5,4.0,4.5,"Free parking,Free High Speed Internet (WiFi),Wifi,Free breakfast,Business Center with Internet Access,Conference facilities,Baggage storage,Newspaper,Restaurant,Breakfast available,Banquet room,Meeting rooms,Non-smoking hotel","Air conditioning,Housekeeping,Refrigerator,Bath / shower","Non-smoking rooms,Family rooms",,80,Somewhat walkable,23,6,,,Philippines,14
Rosa's Garden Hotel,"1140 MH Del Pilar St Ermita, Manila, Luzon 1013 Philippines","<div><p>Everyone needs a place to lay their weary head. For travelers visiting Manila, Rosa's Garden Hotel is an excellent choice for rest and rejuvenation. Well-known for its budget friendly environment and proximity to great restaurants and attractions, Rosa's Garden Hotel makes it easy to enjoy the best of Manila.</p><p>Guest rooms offer amenities such as air conditioning, and guests can go online with free wifi offered by the hotel.</p><p>Rosa's Garden Hotel features a 24 hour front desk, room service, and a concierge, to help make your stay more enjoyable. The property also boasts an on-site restaurant. If you are driving to Rosa's Garden Hotel, free parking is available.</p><p>Given the close proximity of popular landmarks, such as Paco Park (0.6 mi) and Monastery of Saint Agustin (0.8 mi), guests of Rosa's Garden Hotel can easily experience some of Manila's most well known attractions.</p><p>If you’re looking for a pub, consider a visit to LA Café, COWBOY GRILL, or G Point Smörgåsbord &amp; Bar, which are all conveniently located a short distance from Rosa's Garden Hotel.</p><p>If you are interested in exploring Manila, check out one of the monuments and statues, such as Memorare Manila Monument, Centennial Clock, and Philippine Presidents' Gallery.</p><p>Whether you’re traveling for business, pleasure or both, Rosa's Garden Hotel is sure to make your visit to Manila one worth remembering.</p><p></p></div>",41,3.5,Very good,4.0,3.5,3.5,3.5,"Free High Speed Internet (WiFi),Restaurant,Entertainment staff,Children Activities (Kid / Family Friendly),Airport transportation,Business Center with Internet Access,Banquet room,Massage,Wifi,Meeting rooms,Baggage storage,Concierge,Gift shop,Newspaper,Non-smoking hotel,Shops,24-hour front desk,Dry cleaning,Laundry service","Air conditioning,Safe",Non-smoking rooms,2.0,97,Great for walkers,101,15,"₱1,809",,Philippines,215
MCH Suites at Robinson's Place,"Padre Faura Street Ermita, Manila, Luzon 1000 Philippines","<span class=""QewHA H4 _a""><span>We shared another Anniversary here at Robinson place condo homes, We ask for a different room this time just because the offer different types , being acquainted with personal , they welcomed us once again with open arms , thanks Gals . I ask for a studio condo this time , and loved it especially when the told us we would be staying on floor # 35 [ WOW ] we loved our previous room just above the pool and spa area , but loved this room , [ want it for my own ] the views were spectacular .</span></span>",14,4.5,Excellent,4.5,4.5,4.0,4.0,"Paid public parking on-site,Free High Speed Internet (WiFi),Pool,Fitness Center with Gym / Workout Room,Bar / lounge,Nightclub / DJ,Salon,24-hour security,Wifi,Outdoor pool,Coffee shop,Restaurant,Currency exchange,Non-smoking hotel,ATM on site,24-hour check-in,24-hour front desk,Dry cleaning,Laundry service","Air conditioning,Safe,Telephone,Bottled water,Kitchenette,Microwave,Refrigerator,Bath / shower,Kitchenware","Non-smoking rooms,Suites,Family rooms",3.0,96,Great for walkers,146,8,,,Philippines,10
The New Aussie Slouch Hat,"1112 Marcelo del Pilar Street, Manila, Luzon 1000 Philippines","<div><p>See why so many travelers make Slouch Hat Inn and Pub their inn of choice when visiting Manila. Providing an ideal mix of value, comfort and convenience, it offers a budget friendly setting with an array of amenities designed for travelers like you.</p><p>Given the close proximity of popular landmarks, such as Paco Park (0.6 mi) and Monastery of Saint Agustin (0.7 mi), guests of Slouch Hat Inn And Pub Hotel can easily experience some of Manila's most well known attractions.</p><p>Slouch Hat Inn and Pub is a budget friendly inn offering air conditioning in the rooms, and it is easy to stay connected during your stay as free internet access is offered to guests.</p><p>Plus, guests can enjoy an on-site restaurant, which has made this a popular choice among travelers visiting Manila.</p><p>Travelers looking to enjoy some crab can head to Spiral, Harbor View Restaurant, or Cafe Ilang-Ilang. Otherwise, you may want to check out a Spanish restaurant such as Cafe Adriatico, Ilustrado, or Casa Roces.</p><p>Plus, during your trip, don't forget to check out a natural history museum, such as National Museum of Natural History.</p><p>At Slouch Hat Inn and Pub, your comfort and satisfaction come first, and they look forward to welcoming you to Manila.</p><p></p></div>",41,3.5,Very good,4.0,3.5,4.0,3.5,"Free internet,Wifi,Bar / lounge,Restaurant,Children Activities (Kid / Family Friendly),Non-smoking hotel",Air conditioning,,2.0,98,Great for walkers,70,14,,Slouch Hat Inn and Pub,Philippines,19
ZEN Rooms Sulit Dormitel Manila,"4805 Road 2, V. Mapa Street, Santa Mesa, Manila, Luzon 1016 Philippines","<span class=""QewHA H4 _a""><span>This place is good for business trip. If you’re looking for accomodation in Sta.Mesa that woudn’t hurt your pocket, I would highly recommend this. The place is decent, accessible to establishments and in a residential area so its not too crowded.  Their food is okay. Its fairly-priced.   Point of Improvement: - No cable TV. Sad. They only have TV Plus. But they have wifi, so if you’re into Netflix and all that, won’t hurt you. I watch international news so for me it was a bummer not to have cable.  - Pillows could be bigger/fluffier. Its just a preference. I like my pillow big and fluffy theirs is kind of worn out. </span></span>",7,4.5,Excellent,3.5,,4.5,4.0,,,,,75,Somewhat walkable,50,2,"₱3,562",Sulit Dormitel,Philippines,30
Octagon Mansion Hotel,"1632 Adriatico St, Manila, Luzon 1004 Philippines","Octagon Mansion Hotel is manage by Transway Hotels Group Corp; located at 1632 Adriatico St., Malate Manila. Situated within the heart of Manila, you will always feel at home with Octagon Mansion Hotel Manila. The hotel is just a few minutes walk away from Robinsons Place Manila and Philippine General Hospital. Being accessible to other places to visit within the city, Octagon Mansion hotel is a good choice to stay in Manila.",163,3.0,Average,4.0,3.5,3.5,3.5,"Free parking,Free High Speed Internet (WiFi),Wifi,Restaurant,Baggage storage,Currency exchange,24-hour front desk,Laundry service,Non-smoking hotel","Air conditioning,Room service,Minibar,Bath / shower,Complimentary toiletries","Non-smoking rooms,Smoking rooms available",2.0,98,Great for walkers,205,18,"₱1,696",Hostel 1632,Philippines,93
Aloha Hotel,"2150 Roxas Boulevard Cor. Quirino Ave, Malate, Manila, Luzon 1004 Philippines","<div><p>If you’re looking for a hotel in Manila, look no further than Aloha Hotel.</p><p>Close to some of Manila's most popular landmarks, such as Intramuros (1.4 mi) and Fort Santiago (1.8 mi), Aloha Hotel is a great destination for tourists.</p><p>Aloha Hotel offers guests an array of room amenities including air conditioning, a minibar, and a desk, and getting online is possible, as free wifi is available.</p><p>The hotel offers a 24 hour front desk, room service, and currency exchange, to make your visit even more pleasant. The property also features an on-site restaurant. Guests arriving by vehicle have access to parking.</p><p>While you’re here, be sure to check out some of the seafood restaurants, including Harbor View Restaurant, Market Cafe, and Seafood Market and Restaurant, all of which are a short distance from Aloha Hotel.</p><p>If you are interested in exploring Manila, check out one of the history museums, such as San Agustin Church, San Agustin Museum, and National Museum Of Anthropology.</p><p>The staff at Aloha Hotel looks forward to serving you during your upcoming visit.</p><p></p></div>",76,3.5,Very good,4.0,3.5,3.5,3.5,"Parking,Free High Speed Internet (WiFi),Coffee shop,Nightclub / DJ,Children Activities (Kid / Family Friendly),Car hire,Business Center with Internet Access,Meeting rooms,Wifi,Restaurant,Breakfast buffet,Spa,Massage,Salon,24-hour security,Baggage storage,Currency exchange,Newspaper,Non-smoking hotel,24-hour front desk,Laundry service","Air conditioning,Desk,Housekeeping,Interconnected rooms available,Coffee / tea maker,Minibar,Bath / shower,Complimentary toiletries,Room service,Safe,Seating area,Telephone,Wake-up service / alarm clock,Hair dryer","Non-smoking rooms,Family rooms",3.0,73,Somewhat walkable,16,6,"₱2,092",,Philippines,101
Vive Hotel,"1343 Angono Street, Barangay Poblacion, Manila, Luzon 1210 Philippines","<div><p>If you’re looking for a family-friendly small hotel in Manila, look no further than Vive Hotel.</p><p>Given the close proximity of popular landmarks, such as Santuario de San Antonio (1.8 mi) and Museum of Contemporary Art and Design (MCAD), Manila (2.1 mi), guests of Vive Hotel can easily experience some of Manila's most well known attractions.</p><p>Guest rooms offer air conditioning, and Vive Hotel makes getting online easy as free internet access is available.</p><p>You can also take advantage of some of the amenities offered by the small hotel, including a 24 hour front desk, a concierge, and baggage storage. As an added convenience, there is free parking available to guests.</p><p>If you’re looking for a French restaurant, consider a visit to Vatel Restaurant Manila, L’Eau Vive, or Old Manila, which are all conveniently located a short distance from Vive Hotel.</p><p>Manila is also home to Planetarium, a popular science museum that is not too far from Vive Hotel.</p><p>The staff at Vive Hotel looks forward to serving you during your upcoming visit.</p><p></p></div>",11,4.0,Very good,4.5,5.0,5.0,5.0,"Parking garage,Wifi,Children Activities (Kid / Family Friendly),Airport transportation,Business Center with Internet Access,Meeting rooms,Full body massage,Baggage storage,Shuttle bus service,Car hire,Massage,Concierge,Non-smoking hotel,24-hour front desk,Dry cleaning,Laundry service,Ironing service","Air conditioning,Safe",Family rooms,2.0,71,Somewhat walkable,316,24,,,Philippines,18
V Hotel,"1766 M. Adriatico Street Malate, Manila, Luzon 1004 Philippines","V Hotel is situated right smack in Malate, the bohemian district of Manila, V Hotel is the perfect base to be truly local and discover Manila’s culture and cuisine. Vibrant nightlife, hip cafes, and countless restaurants make Malate the most authentic way to know what makes the Philippines tick. V Hotel combines both creature comforts and an intrepid spirit to provide a cozy vibe that’s perfect for every sojourner. So go wander the old streets. Get lost in the sights and sounds, feel the verve, and come back to a place to rest, feed, and refresh for the next day’s journey. At V Hotel, guests will find a 24-hour front desk, luggage storage space, restaurant, outdoor swimming pool, free parking space and free Wi-Fi access in rooms and also in the public areas. Other facilities include a tour desk and traditional massage services. Tastefully furnished rooms are fitted with air-conditioned, hardwood floor, seating area, wardrobe, writing table and an en suite bathroom with free bath amenities and bath towels. For meals, EAT Café will serve a variety of local and international cuisines. In-room dining options are available as well.",97,3.0,Average,4.0,3.0,3.0,3.5,"Street parking,Free High Speed Internet (WiFi),Pool,Free breakfast,Children Activities (Kid / Family Friendly),Taxi service,Massage,24-hour security,Wifi,Rooftop pool,Pool with view,Outdoor pool,Coffee shop,Restaurant,Breakfast available,Breakfast in the room,Baggage storage,Concierge,Newspaper,Non-smoking hotel,Outdoor furniture,Shared lounge / TV area,Sun loungers / beach chairs,Sun terrace,Doorperson,24-hour check-in,24-hour front desk","Air conditioning,Desk,Housekeeping,Room service,Safe,Seating area,Bath / shower,Complimentary toiletries,Telephone,Wake-up service / alarm clock","Non-smoking rooms,Smoking rooms available",3.0,97,Great for walkers,171,16,,,Philippines,58
Yasmin Pension House,"453 Arquiza Street Ermita, Manila, Luzon Philippines","<span class=""QewHA H4 _a""><span>Very nicely renovated, some rooms have balconies, very clean, nice staff, good price. Rooms have wifi, good breakfast for a good price. I like this place and I write a lot of tough reviews. The surrounding area is a little ugly but it’s close to the mall and restaurants.</span></span>",10,4.0,Very good,3.5,4.5,4.0,4.5,,,,,98,Great for walkers,118,14,,,Philippines,5
